nombres,apellidos,partido,comuna,comuna,comuna,cargo
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PALMILLA,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PALMILLA,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PALMILLA,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PALMILLA,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PALMILLA,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PALMILLA,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PAREDONES,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PAREDONES,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PAREDONES,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PAREDONES,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PAREDONES,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PAREDONES,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PAREDONES,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PERALILLO,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PERALILLO,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PERALILLO,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PERALILLO,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PERALILLO,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PERALILLO,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PERALILLO,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PEUMO,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PEUMO,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PEUMO,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PEUMO,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PEUMO,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PEUMO,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PEUMO,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PICHIDEGUA,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PICHIDEGUA,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PICHIDEGUA,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PICHIDEGUA,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PICHIDEGUA,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PICHIDEGUA,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PICHIDEGUA,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PICHILEMU,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PICHILEMU,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PICHILEMU,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PICHILEMU,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PICHILEMU,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PICHILEMU,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PICHILEMU,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PLACILLA,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PLACILLA,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PLACILLA,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PLACILLA,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PLACILLA,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PLACILLA,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PLACILLA,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,PUMANQUE,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,PUMANQUE,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,PUMANQUE,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,PUMANQUE,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,PUMANQUE,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,PUMANQUE,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,PUMANQUE,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,SAN FERNANDO,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,SAN FERNANDO,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,SAN FERNANDO,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,SAN FERNANDO,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,SAN FERNANDO,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,SAN FERNANDO,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,SAN FERNANDO,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,SANTA CRUZ,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,SANTA CRUZ,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,SANTA CRUZ,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,SANTA CRUZ,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,SANTA CRUZ,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,SANTA CRUZ,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,SANTA CRUZ,,,
PATRICIO,ARENAS ROMAN,PARTIDO SOCIAL CRISTIANO,SAN VICENTE,,,
MARIO ALBERTO,GALVEZ PALMA,INDEPENDIENTES,SAN VICENTE,,,
PABLO,SILVA AMAYA,PARTIDO SOCIALISTA DE CHILE,SAN VICENTE,,,
CAROL,AROS SEGUEL,PARTIDO DE LA GENTE,SAN VICENTE,,,
CARLOS,ZAMORA CANCINO,PARTIDO ALIANZA VERDE POPULAR,SAN VICENTE,,,
FERNANDO,UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,SAN VICENTE,,,
REBECA,COFRE CALDERON,INDEPENDIENTES,SAN VICENTE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,CONSTITUCION,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,CONSTITUCION,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,CONSTITUCION,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,CONSTITUCION,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,CONSTITUCION,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,CUREPTO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,CUREPTO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,CUREPTO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,CUREPTO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,CUREPTO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,CURICO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,CURICO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,CURICO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,CURICO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,CURICO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,EMPEDRADO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,EMPEDRADO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,EMPEDRADO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,EMPEDRADO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,EMPEDRADO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,HUALAÑE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,HUALAÑE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,HUALAÑE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,HUALAÑE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,HUALAÑE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,LICANTEN,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,LICANTEN,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,LICANTEN,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,LICANTEN,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,LICANTEN,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,MAULE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,MAULE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,MAULE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,MAULE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,MAULE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,MOLINA,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,MOLINA,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,MOLINA,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,MOLINA,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,MOLINA,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,PELARCO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,PELARCO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,PELARCO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,PELARCO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,PELARCO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,PENCAHUE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,PENCAHUE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,PENCAHUE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,PENCAHUE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,PENCAHUE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,RAUCO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,RAUCO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,RAUCO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,RAUCO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,RAUCO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,RIO CLARO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,RIO CLARO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,RIO CLARO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,RIO CLARO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,RIO CLARO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,ROMERAL,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,ROMERAL,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,ROMERAL,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,ROMERAL,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,ROMERAL,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,SAGRADA FAMILIA,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,SAGRADA FAMILIA,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,SAGRADA FAMILIA,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,SAGRADA FAMILIA,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,SAGRADA FAMILIA,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,SAN CLEMENTE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,SAN CLEMENTE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,SAN CLEMENTE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,SAN CLEMENTE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,SAN CLEMENTE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,SAN RAFAEL,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,SAN RAFAEL,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,SAN RAFAEL,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,SAN RAFAEL,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,SAN RAFAEL,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,TALCA,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,TALCA,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,TALCA,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,TALCA,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,TALCA,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,TENO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,TENO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,TENO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,TENO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,TENO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,VICHUQUEN,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,VICHUQUEN,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,VICHUQUEN,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,VICHUQUEN,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,VICHUQUEN,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,CAUQUENES,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,CAUQUENES,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,CAUQUENES,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,CAUQUENES,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,CAUQUENES,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,CHANCO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,CHANCO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,CHANCO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,CHANCO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,CHANCO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,COLBUN,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,COLBUN,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,COLBUN,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,COLBUN,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,COLBUN,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,LINARES,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,LINARES,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,LINARES,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,LINARES,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,LINARES,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,LONGAVI,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,LONGAVI,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,LONGAVI,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,LONGAVI,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,LONGAVI,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,PARRAL,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,PARRAL,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,PARRAL,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,PARRAL,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,PARRAL,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,PELLUHUE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,PELLUHUE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,PELLUHUE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,PELLUHUE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,PELLUHUE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,RETIRO,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,RETIRO,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,RETIRO,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,RETIRO,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,RETIRO,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,SAN JAVIER,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,SAN JAVIER,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,SAN JAVIER,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,SAN JAVIER,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,SAN JAVIER,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,VILLA ALEGRE,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,VILLA ALEGRE,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,VILLA ALEGRE,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,VILLA ALEGRE,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,VILLA ALEGRE,,,
FERNANDA,AGUIRRE TORRES,PARTIDO SOCIAL CRISTIANO,YERBAS BUENAS,,,
CRISTINA,BRAVO CASTRO,PARTIDO DEMOCRATA CRISTIANO,YERBAS BUENAS,,,
GABRIEL,ROJAS ROJAS,INDEPENDIENTES,YERBAS BUENAS,,,
JUAN EDUARDO,PRIETO CORREA,INDEPENDIENTES,YERBAS BUENAS,,,
PEDRO PABLO,ALVAREZ-SALAMANCA RAMIREZ,UNION DEMOCRATA INDEPENDIENTE,YERBAS BUENAS,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,CHIGUAYANTE,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,CHIGUAYANTE,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,CHIGUAYANTE,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,CHIGUAYANTE,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,CHIGUAYANTE,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,CHIGUAYANTE,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,CHIGUAYANTE,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,CONCEPCION,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,CONCEPCION,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,CONCEPCION,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,CONCEPCION,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,CONCEPCION,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,CONCEPCION,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,CONCEPCION,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,CORONEL,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,CORONEL,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,CORONEL,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,CORONEL,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,CORONEL,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,CORONEL,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,CORONEL,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,FLORIDA,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,FLORIDA,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,FLORIDA,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,FLORIDA,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,FLORIDA,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,FLORIDA,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,FLORIDA,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,HUALPEN,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,HUALPEN,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,HUALPEN,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,HUALPEN,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,HUALPEN,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,HUALPEN,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,HUALPEN,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,HUALQUI,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,HUALQUI,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,HUALQUI,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,HUALQUI,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,HUALQUI,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,HUALQUI,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,HUALQUI,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,PENCO,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,PENCO,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,PENCO,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,PENCO,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,PENCO,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,PENCO,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,PENCO,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,SAN PEDRO DE LA PAZ,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,SAN PEDRO DE LA PAZ,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,SAN PEDRO DE LA PAZ,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,SAN PEDRO DE LA PAZ,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,SAN PEDRO DE LA PAZ,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,SAN PEDRO DE LA PAZ,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,SAN PEDRO DE LA PAZ,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,SANTA JUANA,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,SANTA JUANA,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,SANTA JUANA,,,
ALEJANDRO,NAVARRO BRAIN,INDEPENDIENTES,SANTA JUANA,,,
MIRTHA VICTORIA,ENCINA OVALLE,PARTIDO DE LA GENTE,SANTA JUANA,,,
FERNANDO PATRICIO,PEÑA RIVERA,PARTIDO REPUBLICANO DE CHILE,SANTA JUANA,,,
SERGIO,GIACAMAN GARCIA,INDEPENDIENTES,SANTA JUANA,,,
JAVIER,SANDOVAL OJEDA,IGUALDAD,TALCAHUANO,,,
ANA,ARANEDA GOMEZ,INDEPENDIENTES,TALCAHUANO,,,
LUCIANO ERNESTO,SILVA MORA,PARTIDO SOCIAL CRISTIANO,TALCAHUANO,,,
